name,ratings,date,comment
 Haon Remlu ,4,1달 전,"(Google 번역 제공) 시원한 곳, 가끔 불이 들어와

(원문)
Cool place, it is only lit up sometimes"
 신현준 ,4,2달 전,드라이브 하기   딱 좋은곳
 한대희 ,5,2달 전,대전 엑스포 다리와 한빛탑 앞 야경이 멋집니다.
 조재현 ,5,2달 전,좋아요
 김 영규 ,4,2달 전,없음
 kim mh ,5,2달 전,없음
 서냥이냥 ,5,2달 전,없음
 임승환 ,5,2달 전,없음
 잼잼 ,5,2달 전,없음
 도도 ,3,2달 전,멋지네요
 qqksl소지 ,3,2달 전,없음
 L ,4,2달 전,없음
 Brian Wilson ,5,2달 전,"(Google 번역 제공) 디킨 코리아의 상징적 인 지역

(원문)
Iconic area in Deakin Korea"
 유영민 ,3,2달 전,없음
 HJ LEE ,4,2달 전,없음
 임용준 ,4,2달 전,없음
 Sue H. ,5,2달 전,없음
 yesol lee ,5,2달 전,야경보기좋고 산책하기좋음
 장병구 ,4,2달 전,"운동하기 좋은 장소이며, 야간 조명이 멋있습니다"
 KO CHAE ,5,2달 전,없음
 Md Nafiul Islam ,4,2달 전,없음
 아빠쭈니 ,3,2달 전,공원에 다리
 Luigi BESCHI ,5,2달 전,"(Google 번역 제공) 10/10은 내 자전거에서 다시 떨어질 것입니다!

(원문)
10/10 would fall off my bicycle again !"
 Ber El ,5,2달 전,없음
 박정화 ,2,2달 전,자주가는곳입니다
 nanyoung oh ,4,2달 전,없음
 Prabin Shakya ,4,3달 전,없음
 Eka Diraksa PUTRA ,5,3달 전,없음
 박재성 ,5,3달 전,없음
 Inayat Ali ,5,3달 전,없음
 김재혁 ,3,3달 전,없음
 세네카 뭐할까 ,5,3달 전,없음
 Ilya Tikhonov ,5,3달 전,없음
 바람소리 ,4,3달 전,좋아요
 김다니엘 ,5,3달 전,없음
 feel목표 ,3,3달 전,사파리월드 놀이기구등이 좋았으나 물놀이기구등이 좋지않아서 아쉬웠다
 OHji ,5,3달 전,없음
 최용준 ,5,3달 전,없음
 Diyorbek Keldiyorov ,5,3달 전,없음
 김정수 ,5,3달 전,없음
 daniel Yang ,4,3달 전,없음
 서알콩 ,4,3달 전,혼자 물도보고 야경도보려갔는데 커플들만있네요...
 KM Sim ,4,3달 전,없음
 이병희 ,4,3달 전,없음
 김현진 ,4,3달 전,없음
 신재하 ,4,3달 전,야경이 좋아요
 송기정 ,5,3달 전,없음
 삶의탐구 ,5,3달 전,없음
 TJ YANG ,5,3달 전,대전의 맥도널드 다리라고 불리는 ㅎㅎ 갑천이 잘 보이는 도보로만 건널수 있는 다리.
 Владимир Мухтанов ,5,3달 전,없음
 겨울대방어 ,5,3달 전,없음
 진성이승엽 ,5,3달 전,없음
 Alan Jr ,5,3달 전,없음
 han-la Park ,5,3달 전,바람쐬기좋아요. 다리건너서 한빛탑 미디어파사트 보면 괜찮아요. 커피같은 음료는 미리 사가세요.
 앙이이. ,5,3달 전,야경이 좋아요
 탐방소녀 ,4,3달 전,운동삼아 걷기좋아유
 한원섭 ,5,3달 전,없음
 강수정 ,5,3달 전,대전의 야경짱
 Chiến Nguyễn ,5,3달 전,없음
 신영조 ,5,3달 전,없음
 전남규 ,5,3달 전,없음
 Howard Jeon ,4,3달 전,"경치 좋고,  편안함"
 jae dragon ,5,4달 전,없음
 대원향목 ,5,4달 전,없음
 임명신 ,5,4달 전,없음
 junghyun kim ,5,4달 전,없음
 Jeremy Bostaji ,4,4달 전,없음
 김터프공주 ,4,4달 전,"대전의 상징!!
산책하기좋고
늘 아름다운곳. 야경은 더 아름다움!"
 Byungsoo Kang ,5,4달 전,조명 끝줘요
 이강수 ,5,4달 전,"1993년부터 만들어진 대전광역시 하면 생각나는 랜드마크.
한밭수목원과 엑스포 과학공원을 이어주고 있습니다.

매년 이곳에서 마라톤을 진행하기도 합니다.

야간 조명도 아름답고, 시간때가 맞으면 다리에서 강으로 뿌리는
물분수도 볼 수 있습니다."
 daebang-er Masijjeong ,5,4달 전,없음
 김병오 ,5,4달 전,없음
 YOUSUF MD ,5,4달 전,"(Google 번역 제공) 나는 이곳을 좋아한다. 오랜 지친 삶에서 당신을 행복하게 해줄 것이기 때문이다. 그러니 신선한 공기로 몸을 재충전하십시오.

(원문)
I love this place because it will make you happy after long exhausted life you can refresh here. So get refresh yourself with fresh air."
 심재경 ,5,4달 전,없음
 이승현 ,5,4달 전,코로나로 답답해서 애들하고 잠깐 나왔어요
 김동제 ,5,4달 전,없음
 K. S. Lee ,5,4달 전,저녁에 가야 됨. 그래야 더 이쁨..ㅋ
 그레이클라우드TV ,1,4달 전,멋없어요
 유주호 ,3,4달 전,야경이  멋져요
 Benedict Bahr-Kalus ,5,4달 전,없음
 임영신 ,5,4달 전,없음
 이종규 ,4,4달 전,없음
 밍키 ,5,4달 전,없음
 드레스블링 ,4,4달 전,좋아요  야경도이쁘고 언제나좋아요ㅡ
 또바기또사장의 일상 ,5,4달 전,더 예뻐졌어요
 권오창 ,4,4달 전,좋아요. 특히 밤에 조명을 매우 이쁘게 해 놓아서 사진이 잘 나옵니다
 요니요니 ,5,4달 전,없음
 shimeles demissie ,5,4달 전,없음
 임예주 ,5,4달 전,12월 31일까지 엑스포한빛탑 레이져쑈가 있어용 산책 다녀오세용^^푸드트럭도 있어요
 차배추 ,5,5달 전,없음
 songwoung Hong ,5,5달 전,없음
 김영남 ,2,5달 전,없음
 한심 ,4,5달 전,없음
 You Heo ,5,5달 전,없음
 김동준 ,5,5달 전,없음
 JD J ,4,5달 전,좋아요
 수이 ,5,5달 전,짱예쁨
 Kabalisa Rene ,5,5달 전,"(Google 번역 제공) 좋은 곳.

(원문)
Nice place."
 이영수 ,5,5달 전,"1993년 대전 엑스포 때 남문 주차장과 엑스포 전시장을 연결한 엑스포 다리가 M자를 닮아 멕도널드 다리라는 별칭도 있습니다. 주변에 대전수목원, 예술의 전당, 시립미술관, 이응노미술관, 연정국악원, 청송수련원, 아름다운 정원, 열대식물 온실 등 볼거리가 풍부합니다."
 Youngjin Ha ,3,5달 전,없음
 Rise To_Rescue ,3,5달 전,"(Google 번역 제공) 시원한 바람

(원문)
Cool wind"
 김영준 ,5,5달 전,없음
 이민호 ,5,5달 전,꼭 가보세요!!
 이준혁 ,5,5달 전,없음
 사루비아 ,2,5달 전,"20년이 넘은 다리지만, 대전시민에게는 익숙한 다리. 가끔 걸어다닙니다."
 Kyoungsoon Kwon ,4,5달 전,없음
 스페이스 ,5,5달 전,대전 랜드마크
 김왕순 ,4,5달 전,대전명소 야경 좋은곳
 이순애 ,5,5달 전,없음
 이한별 ,5,5달 전,없음
 정미정 ,5,6달 전,걷기 좋아요
 -- ,5,6달 전,없음
 Kasun Tharaka ,5,6달 전,없음
 RedBeet ,5,6달 전,없음
 조명자 ,3,6달 전,없음
 김제룡 ,5,6달 전,없음
 주희숙 ,5,6달 전,없음
 빠디 ,5,6달 전,없음
 Air Foce ,3,6달 전,개인적으로 초기 건설 및 유지에는 맘에드는 곳이였으나 최근 방문해보니 유지보수는 커녕 고장난 전등이 많았습니다.
 우진한 ,1,6달 전,없음
 안규환 ,3,6달 전,없음
 쮸잉 ,4,6달 전,오빠들하고 산책하기 넘 조아따
 김종환 ,5,6달 전,대전 오면 한번 가볼만한 곳 야경도 멋지다
 배달의기사 ,5,6달 전,없음
 하네HA_NE ,5,6달 전,없음
 김준선 ,5,6달 전,굿
 Hyun-Sik Yoon ,5,6달 전,없음
 구자경 ,5,6달 전,야경이 멋져요
 Areumdawo korea ,5,6달 전,없음
 조재원 ,5,6달 전,없음
 전득주 ,5,6달 전,없음
 SK Kang ,5,6달 전,없음
 온온이냥 ,4,6달 전,날씨는 조금 추웠지먼 재미는 았었어요 눈 구경도 하구. ㅎㅎㅎ
 ys k ,5,6달 전,없음
 곰이냥 ,5,6달 전,주변 산책하기 좋은 코스
 조윤철 ,5,6달 전,없음
 Jin Wang ,5,6달 전,없음
 김준혁 ,5,6달 전,없음
 Henseg O ,5,6달 전,아름다운 야경
 욧이나묵어라 ,4,6달 전,굿~
 ᄋᄋᄋᄋᄋᄋ ,5,6달 전,깨끗하게 잘되어있고 경치가 너무나도 멋진곳이네요~
 류현규 ,4,6달 전,없음
 정창민 ,3,7달 전,"외지인들

굳이 시간내서 찾아볼 필요까진 없다는"
 jong pill lee ,5,7달 전,없음
 seon ,5,7달 전,"걷기운동을 할수밖에없는 요즘 갑천은 힐링하며 걸을수있는 좋은장소예요
걷다가 일몰시간에 맞춰 엑스포다리위에서 바라보는 하늘은 매일매일 색다르게 다가와요"
 최정성 ,1,7달 전,없음
 조인선 ,5,7달 전,아주 좋아요
 서지희 ,5,7달 전,모띠스러웠졍
 Hasillas ,5,7달 전,없음
 H.J Eom ,5,7달 전,없음
 Chaelynn Kim ,5,7달 전,대전 명물 ^^♥︎
 Iman Kanov ,4,7달 전,"(Google 번역 제공) 조용한 곳이지만 메뉴 선택은 매우 적습니다.

(원문)
Тихая месточке.Однако выбор на меню очень маленький"
 김민수 ,4,7달 전,없음
 전덕종 ,4,7달 전,없음
 우주 ,5,7달 전,밤에 야경 죽입니다
 윤리선생전선생 ,5,7달 전,없음
 나름미식가 ,5,7달 전,대전 랜드마크..ㅡ.ㅡ
 RK RK ,5,7달 전,없음
 정연강 ,5,7달 전,없음
 장어빵 ,5,7달 전,없음
 Rizky Kurniawan ,5,7달 전,없음
 이기용 ,5,7달 전,대전 야경맛집~~
 류효선 ,5,7달 전,야경 쥑입니다!
 백골이진토 ,5,7달 전,한밭수목 가면 가족들과 산책하기 좋아요.
 이나리 ,5,7달 전,간단하게 바람쐬기 좋은 곳
 이종근 ,5,7달 전,시원한바람 좋아요
 박선미 ,5,7달 전,없음
 그링자의캠핑클레스 & 문화캠핑 ,5,7달 전,없음
 lucero castillo ,5,7달 전,Best place for riding your bike 🚲 with friends or couple 💑 친구 또는 커플과 함께 자전거를 타기에 가장 좋은 장소!!!
 조혜현 ,5,7달 전,없음
 티끌 ,4,7달 전,없음
 pretilachlor Know ,5,7달 전,없음
 정석환 ,5,7달 전,추억의 다리!
 여인준 ,5,7달 전,없음
 조오별 ,5,7달 전,대전유일 대공원같은 대공원
 윤명준 ,1,7달 전,일출을 보니 너무좋다
 Kasala Prabakerreddy ,4,7달 전,"(Google 번역 제공) 친구 및 가족과 어울리는 멋진 장소입니다.

(원문)
It's a cool place to hang out with friends and family."
 Sushil Chhapekar ,4,7달 전,없음
 조미애 ,5,7달 전,"과학도시 대전의 상징이자 대전시민의 휴식처. 철마다 개최되는 각종 이벤트(엑스포광장)와 다양한 문화적 체험가능(예술의 전당,시립미술관,이응노미술관,한밭수목원,연정국악원등)"
 Skar ,5,7달 전,힐링
 박상준 ,5,7달 전,조음
 JY H ,3,7달 전,없음
 d k ,5,7달 전,없음
 박형수 ,4,7달 전,없음
 비행소년 ,5,7달 전,없음
 울랄라 ,5,7달 전,없음
 푸른하늘 ,5,7달 전,없음
 떡배 ,1,7달 전,"엑스포다리밑 벤치에서 고기 구워먹고 찌게 끓여먹던데요. 냄새가 너무 죽여줘 부럽드라구요. 취사 가능한가요? 가능하면 우리 모임 사람들, 대학동창들, 회사가족들 하고 바베큐파티 하고 싶던데요. 딱이죠. ㅎㅎ"
 이민우 ,3,7달 전,없음
 Chulsu Kim ,4,8달 전,야경..
 바이블 스터디예원감리교회 ,5,8달 전,대전의 과학  중심!
 YASEEN ALGABRI ,5,8달 전,"(Google 번역 제공) 매우 아름답다

(원문)
جميل جدا"
 김정민 ,2,8달 전,없음
 Zi_ho H. ,5,8달 전,대전 야경 데이트 명소
 신형주 ,5,8달 전,없음
 황병문 ,5,8달 전,없음
 Chihyun Song ,5,8달 전,경치가좋지만 벌레가많음
 JW K ,5,8달 전,"차는 다니지 못하는 다리.
밤이면 오색 불빛이 반짝이는 다리.
걷는 사람
뛰는 사람
자전거 타는 사람
킥보드 타는 사람..
제 각각 여유를 즐깁니다.

가끔 가봅니다만
차를 가져가면 그냥 다리 앞 도로에 주차하곤 하는데 주차할 곳이 있는지  모르겠습니다.

아이들과 시간 보내기 좋은 곳입니다."
 박서연 ,5,8달 전,야경이 정말 예뻐요 특히 호텔 쫙 늘어서있는 쪽이요! 그리고 노을이 아름다운 곳입니다
 박혜영 ,5,8달 전,"걷기 좋은 장소:)
부담스럽지 않게 산책하기 좋아요!!"
 IL YOUN ,4,8달 전,사진 찍기 좋은 명지죠
 Kayden ,5,8달 전,없음
 유벵 ,4,8달 전,없음
 방권호 ,4,8달 전,없음
 김성민 ,5,8달 전,없음
 김칠성 ,5,8달 전,음~
 이헌우 ,5,8달 전,없음
 YDH대륙상회 ,4,8달 전,밤에 멋있어요
 영준정 ,3,8달 전,밤에 데이트 코스로 좋아요.다리에 네온이 들어오면서 분위기 좋다는..
 김원종 ,3,8달 전,없음
 차승민 ,5,8달 전,없음
 김기풍 ,4,8달 전,"자전가타고 자주가는 곳
집에서 9km쯤 되나ᆢ"
 이흔구 ,3,8달 전,없음
 서천물영감 ,4,8달 전,없음
 킴유진tv ,5,8달 전,없음
 Rizwan Hameed ,5,8달 전,"(Google 번역 제공) 저녁을 보내기에 좋은 곳입니다. 때때로 그들은 특히 주말에 몇 가지 이벤트가 진행됩니다. 다리는 한쪽은 아름다운 정원으로 둘러싸여 있고 다른 한쪽은 엑스포 타워로 둘러싸여 있습니다.

(원문)
A good place to spend your evenings; every now and then they have some events going on, espically on weekends. Bridge is surrounded by a beautiful garden on one side and an expo tower on the other."
 insun ryu ,5,8달 전,없음
 후루룩 ,1,9달 전,불을 너무 빨리끔
 박준범 ,4,9달 전,없음
 jaehan chung ,5,9달 전,없음
 박정선 ,4,9달 전,없음
 이인엽 ,5,9달 전,없음
 김무현 ,5,9달 전,대전의 상징과도 같은 엑스포 다리입니다. 밤에 가면 더 좋아요.
 계란하나 ,5,9달 전,없음
 박정하 ,5,9달 전,아들이 좋아 해서 같이 자주 가는데 산책 코스를 괜찮아요
 오성환 ,3,9달 전,없음
 Ahmed Mehamed ,5,9달 전,없음
 Seong-Ik Hwang ,5,9달 전,없음
 이정산 ,2,9달 전,없음
 김규섭 ,5,9달 전,없음
 woori3210 ,5,9달 전,대전의 명물 핫플레이스
 유지선 ,5,9달 전,"공원에서부터 산책 또는 간단한 운동하며 돌아다니기좋고 한밭수목원과 붙어있어서 데이트하기도 좋음
특히 야간에 더 예쁨"
 Diệu Ni Đoàn ,5,9달 전,없음
 TABISH ALI ,5,9달 전,"(Google 번역 제공) 아름다운...

(원문)
Beautiful..."
 이경남 ,4,9달 전,엑스포 타워에서 수목원쪽으로 쭈욱펼쳐진 경로가 좋습니다.더불어 갑천공원 경관도 좋지요
 앵이 ,4,9달 전,없음
 김재석 ,4,9달 전,없음
 김문식 ,4,9달 전,없음
 김용 ,5,9달 전,예쁘오
 어느멋진날 ,5,9달 전,여기는 여유와 놀이가 공존하는곳
 정용하 ,4,9달 전,없음
 Jongtae Choi ,5,9달 전,없음
 민광기 ,4,9달 전,야경이 좋아요
 sang jin Shin ,5,9달 전,언제나 좋아요
 뀨뀽이 ,5,9달 전,없음
 Iqram Hussain ,4,9달 전,없음
 HK Park ,3,9달 전,날씨맑은날 노을보러 구경가기 좋은곳
 Mirim Kim ,5,10달 전,없음
 금종필 ,5,10달 전,없음
 Goo ,5,10달 전,없음
 THO TRAN ,5,10달 전,"(Google 번역 제공) 쇼핑하기 좋은 곳. 내가 오후에 모든 것을 방문 할 수 없을 정도로 크다.

(원문)
Great place for shopping. So big that i cannot visit all in one afternoon."
 윤 ,4,10달 전,없음
 Nataliya kim ,5,10달 전,"(Google 번역 제공) 우리는 항상 여기서 쉬어 요 😙

(원문)
Мы здесь всегда отдыхаем 😙🥰"
 Pro William Seo ,5,10달 전,없음
 George Kostis ,5,10달 전,없음
 위씨쉘 ,5,10달 전,신세계 백화점이 완공되면 꽤나 근사한 일몰 및 야경명소가 될 거 같아요
 Sung-Hyun Jeon ,4,10달 전,"(Google 번역 제공) 좋은

(원문)
Good"
 양세바리 ,5,10달 전,서울의 야경만큼 좋진 않지만 대전에서 이런 경치를 본다는게 참좋았어요~
 박주현 ,5,10달 전,없음
 박주현 ,5,10달 전,없음
 Dung A. Pham ,5,10달 전,없음
 최태구 ,1,10달 전,없음
 손희빈 ,5,10달 전,낮과밤 모두 예쁜 곳
 박영민 ,5,10달 전,조아용
 planlynx ,5,10달 전,없음
 yuri na ,4,10달 전,없음
 정태영 ,5,10달 전,집근처
 김준수 ,3,10달 전,대전의 핫플
 김수호 ,5,10달 전,없음
 Golden Odey ,4,10달 전,"(Google 번역 제공) 최고의 미학!

(원문)
Aesthetics at its best!"
 Myeongwon LEE ,5,10달 전,가슴이 웅장해진다...
 박동훈부장 ,5,10달 전,날씨좋은날 좋아요
 강푸른 ,5,10달 전,없음
 Maria Reyes ,5,10달 전,"(Google 번역 제공) 밤에는 주말에 물과 음악이 담긴 가벼운 쇼가 있습니다.

(원문)
In the weekends during the night there are light shows with water and music."
 김민재 ,5,10달 전,멋있음
 Hyunsung Kim ,5,10달 전,비온 뒤 맑음.
 김선경 ,4,10달 전,더운 여름밤 시원한 바람과 음악과함께 분수가 어우러져 코로나19의 스트레스가 바람에 날려 가는게 보이네요.
 ki-ean Nam ,5,11달 전,없음
 탕진 ,3,11달 전,"자전거 도로 엑스포 다리 코너부분 너무 어둡습니다.
+ 도로면 상태가 안좋음"
 임혁 ,4,11달 전,없음
 장군 ,2,11달 전,대전답다 볼것이없다
 정종길 ,4,11달 전,아름다워요
 김대영 ,5,11달 전,아름답습니다. 야경이.
 s j jung ,5,11달 전,없음
 김장중 ,5,11달 전,좋네요
 조성호 ,5,11달 전,1993년 대전에서 엑스포를 개최하면서 상징이 되었지요. 야경이 참 멋있어요
 도윤숙 ,4,11달 전,좋은 목소리 시원한 날씨♡
 Peter Shin ,5,11달 전,"자전거 트랙과 넓은 공원이 잘 되어 있어 어린이들과 연인들이 자주 찾는 곳입니다
특히 밤에는 야경이 멋있습니다"
 jongsu kim ,4,11달 전,요즘 사람들이 더욱 많이 찾는곳.
 김범수 ,4,11달 전,없음
 Ban Changmo ,5,11달 전,없음
 Jonathan Bekker ,4,1년 전,없음
 배재휘 ,5,1년 전,없음
 빛나는잔디 ,5,1년 전,예쁘죠. 굿빰의 정석 하세요✨
 양지선 ,4,1년 전,없음
 배진환 ,4,1년 전,"재미없는 도시. 대전의 랜드마크라고 할 수 있는 엑스포 앞의 다리죠. 사실 방문해보면 수목원도 있고 예술의 전당도 있고 이래저래 할 것은 많습니다. 공원도 잘 조성되어있고 말이죠. 막상할 것을 찾으면 할만한게 없다는게 문제긴하지만요 하하.

요즘은 비도 뜸해서 물 냄새가 많이 나기는 했습니다. 그래도 해가 지고 돗자리피러 나오는 사람이 많았습니다. 삼삼오오 나와서 이것저것 주전부리를 먹는 모습들을 보니 보기 좋다 싶었습니다.…"
 Tate Kim ,1,1년 전,없음
 길현섭 ,3,1년 전,자전거타는코스중 빠지지말아야할곳
 이상돈 ,5,1년 전,없음
 Inseon Jun ,3,1년 전,없음
 비만씨 ,5,1년 전,없음
 OverActionTokki ,4,1년 전,없음
 박준석 목사 ,4,1년 전,없음
 상훈송 ,5,1년 전,없음
 Mohd Mustakim ,5,1년 전,없음
 김다다 ,5,1년 전,없음
 박시현 ,4,1년 전,"경치도 좋고 멌있고 가족들이랑 함께 다니기 좋은것같아요 근데 2020년 2월 정도에 갔는데 그 다리에 공사를 하던중이여서 몇몇 길들이 막혀있어서, 그래도 그거 말곤 아주 예쁘고 좋은것같아요"
 Hobinzwin ,4,1년 전,"(Google 번역 제공) 대전의 상징 중 하나

(원문)
one of the symbols of Daejeon"
 이민규 ,3,1년 전,"다기근처강변
바베큐장 굿"
 Nishat Mazumder ,4,1년 전,없음
 침뽕 ,5,1년 전,야경을 즐길 수 있는 곳 입니다.
 Lee이현주 ,5,1년 전,엑스포 다리 야경입니다..
 박서인 ,5,1년 전,없음
 Anthony Ughetto ,4,1년 전,없음
 Hannah Moore ,5,1년 전,"(Google 번역 제공) 밤에 방문하는 아름다운 다리! 모든 것이 켜지고 물 기능이 있습니다. 소풍을 싸서 강가에 앉아 물에 포도주가 담긴 다리의 반사를 감상하는 것이 좋습니다.

(원문)
Beautiful bridge to visit at night! The whole thing lights up and there is a water feature. I suggest you pack a picnic and go sit by the river admiring the bridge’s reflection in the water with some wine."
 WY Han ,5,1년 전,대전의 랜드마크 중의 하나로 갑천을 남북으로 잇는 다리 입니다.   차량이 다니지 않아 산책이나 사이클링하기에 좋습니다.  다리 위의 조형물은 대전 유성구 인근의 밤 풍경을 멋지게 장식하고 있습니다.
 앙큼상큼불주먹 ,5,1년 전,없음
 Ryan Yoo ,3,1년 전,없음
 Lee Sunkyung ,5,1년 전,없음
 이조뭐시게 ,4,1년 전,없음
 이대근 ,5,1년 전,없음
 elrhek elrhek ,5,1년 전,없음
 박덕찬 ,5,1년 전,밤에오면 정말 멋짐^^
 황준하 ,5,1년 전,없음
 윤성민 ,5,1년 전,없음
 유경석 ,4,1년 전,야경이 끝내줍니다~~^^*
 이명희 ,4,1년 전,없음
 서이찬 ,5,1년 전,추워요
 YU JEWON ,4,1년 전,없음
 최준식 ,5,1년 전,"대전의 상징,야경이 이쁜곳ㅎ"
 sinh nguyen ,4,1년 전,"(Google 번역 제공) 야외 활동을위한 좋은 장소

(원문)
Nice place for outdoor activities"
 AnArk ,5,1년 전,"(Google 번역 제공) 나는이 장소를 좋아한다 😊

(원문)
Мне нравится это место😊"
 rini anggraeni ,5,1년 전,"(Google 번역 제공) 한국 가을에 방문하십시오. 사람들은 다리 아래에서 한숨을 쉬고 피크닉을 좋아합니다. 밤에 아주 시원 할 때

(원문)
Visit when autumn in korea. People like to sighseeing and picnic under the bridge. When in night very cool"
 John Lee ,3,1년 전,없음
 송다훈 ,5,1년 전,"참 잘만들었다. 이상적인 도시의 풍경이다.
세계 엑스포라는 가장 도시스러운 장소에 강이 흐르고 아름답게 조명해놓은 다리와 자전거와 도보가 잘되어있는길.

그리고 광장과 엑스포다리. 한빛탑이 일자로 서 아름답게 만들어진 풍경.
가조그 친구, 연인 모두 가볍게 와도 좋은곳이다."
 ys 수 Choi ,5,1년 전,주말에 저녁때 음악과 함께 물 쇼를 볼 수 있습니다
 Maureen Li ,3,1년 전,없음
 조광연 ,5,1년 전,야경도 좋고 낮에도 좋고
 Wasin Limt ,4,1년 전,없음
 김영곤 ,4,1년 전,없음
 이민호 ,5,1년 전,없음
 이정주 ,4,1년 전,없음
 강소영 ,5,1년 전,없음
 이재수 ,5,1년 전,대전에서 도시경치가 좋다고 보여집니다.
 Sergey Uchaikin ,5,1년 전,없음
 김종우부활 ,5,1년 전,없음
 송선아 ,5,1년 전,없음
 지순빠레 ,5,1년 전,없음
 정우성 ,4,1년 전,추억이 있는곳
 악당참치진짜순수 ,5,1년 전,없음
 Injun Hwang ,4,1년 전,없음
 JAE MAN YOON ,5,1년 전,없음
 이혜진 ,5,1년 전,없음
 Fluency ,5,1년 전,없음
 합리적 ,3,1년 전,갠춘
 남자Jeongsangbem ,3,1년 전,없음
 Yeonhun Ryu ,5,1년 전,없음
 Dennis Volz ,5,1년 전,"(Google 번역 제공) 저녁 식사 후 약간의 산책로에 완벽한 멋진 다리 다리.

(원문)
Wonderful ligtend bridge which is perfect for a little walkover after dinner."
 大山起養 ,3,1년 전,자전거로 조깅코스가 잘 갖춰져있습니다. 가끔 축제 먹거리 장터도 운영됨
 최성민 ,5,1년 전,없음
 Yongcheol Choi ,5,1년 전,야경이 더욱 끝내주네요
 jk56kim ,5,1년 전,좋아요
 두리두리번 ,5,1년 전,좋은 날씨와 맛있는 음식만 있으면 최고인 곳!
 윤철호 ,5,1년 전,멋져요
 Tristan Tan ,5,1년 전,"(Google 번역 제공) 아름다운 다리. 매우 공상

(원문)
Beautiful bridge. Very fancy"
 1순위달기 ,5,1년 전,푸드트럭화차 대전의상징
 김백열 ,5,1년 전,없음
 Mridweeka Singh ,4,1년 전,없음
 비발디 ,5,1년 전,없음
 Christos Papachristos ,3,1년 전,"(Google 번역 제공) 예쁜 물가 공원이지만 다리는 압도적이었습니다.

(원문)
Pretty waterside park but the bridge was underwhelming."
 밍키 ,5,1년 전,없음
