name,ratings,date,comment
 Jason Bourne ,5,1년 전,대전의 랜드마크 새로 생기는 신세계 도 그렇고무역전시관 교통문화연구원 dcc등 몰려있음 엑스포다리 건너면 문화단지가 있음
 박도현 ,1,1년 전,주변이 공사하고 경치도 예전같지 않은데 2500원받음
 homin Kim ,3,1년 전,입장료가 아까움
 백곰백곰 ,3,1년 전,평일 낮에는 산책하기 좋구요 사진찍기 좋은 곳이예요
 지순빠레 ,4,1년 전,없음
 그림놀이 ,3,1년 전,간단한 휴식을 취할 수 있는곳
 정하영 ,3,1년 전,없음
 팜티 또안 ,5,1년 전,없음
 UniLo박길용 ,4,1년 전,없음
 土屋千鶴 ,3,1년 전,없음
 B Kim ,4,1년 전,없음
 Jonghyuck Park ,4,1년 전,어린시절 추억이 새록새록. 근데 좀 비쌈. 차라리 꼭대기에서 차를 팔면 어떨까함.
 이진애 ,1,1년 전,시설이 형편 없어요..돈을 받고 본다는 자체가 도둑심보네요
 Kimann Yoo ,5,1년 전,굳굳
 Reshma Kris ,4,1년 전,없음
 대튜브 ,5,1년 전,없음
 megan Han ,3,1년 전,없음
 김화현 ,3,1년 전,"예전 대전엑스포의 상징이었던 전망탑. 잠시 주변과 올라가서 구경하긴 좋은데, 다른 전망대처럼 올라갔다고 해서 특별하게 볼 것은 없다. 최대 2500원의 입장료도 받고있으니 참고할 것."
 유혜숙 ,2,1년 전,엑스포때 지은 탑 올라가 보니 별것도 없고 돈 2500원도 솔직히 아까운 생각이들었다
 내가알지 ,2,1년 전,없음
 Dong Hwan Shin ,5,1년 전,여름이면 찾아오는 달빛소풍의 중심~ 한빛탑! 음악분수 없어진 게 너무 속상하네요
 김연광 ,5,1년 전,아주 좋아요
 Ngoc Duyen Tran ,3,1년 전,"(Google 번역 제공) 볼 것이 많지 않다

(원문)
Not much things to see"
 미스케냐 ,3,1년 전,예전의 위상을 생각하면 안돼요. 행사 있어서  갔다왔는데 아쉬움이 많이 남는 추억의 장소네요.
 김도령 ,2,1년 전,없음
 신차호 ,5,1년 전,"지금 한빛탑앞에  음악 분수대와 거울분수대 공사가 한창이다  2019년12월31까지 공사기간이다
완성되면 정말 아름다운 대전의  장소가 될것 같습니다."
 진보영 ,3,1년 전,없음
 Hancho ,4,1년 전,"푸드트럭 행사 한다고 해서 처음 가봤는데, 어렸을적 꿈돌이 볼 수 있어서 좋았어요. 굳굳"
 쩡우 ,5,1년 전,밤에 보기 굉장히 좋음
 조성길 ,5,1년 전,경치 굿
 배소희 ,3,1년 전,"탑위에 아무것도 없어요. 명상하기 좋은 곳. 딸이 올라가는 엘베에서 유리너머로 우주그림 보는 재미로, 망원경 보는 재미로 가는데 어른 가기에는 ㅠㅠ 게다가 입장료 어른 2500, 36갤이상 1500.. ㅠㅠ"
 이상영 ,4,1년 전,없음
 hoony kim ,4,1년 전,대전의랜드마크
 김민중 ,5,1년 전,"한빛탑은 대전의 랜드마크죠, 입장하여 전망대를 돌고있자면 대전의 아름다움을 눈에 담을 수 있답니다."
 이윤선 ,5,1년 전,없음
 한국 ,1,1년 전,없음
 rain Lee ,3,1년 전,주위가 공사중 이네요
 빈츠 ,5,1년 전,없음
 이서율 ,5,1년 전,맥주축제감
 팽현숙마스크-공감디엔씨- ,5,1년 전,없음
 李英煜이영욱 ,5,1년 전,없음
 방수빈 ,5,1년 전,맥주축제가 너무 재밌었음
 미스나나 ,3,1년 전,한번은경험삼아 가볼만한. 두번은..^^
 오익덕 ,3,1년 전,여기에 볼것 체험꺼리가 있었는데 시민들의 놀이체험꺼리를 다른시설들로 채워가네요
 정우정 ,1,1년 전,없음
 김종현 ,3,1년 전,"몇번 공개안한다고함
이유: 특별한게 없음"
 정지수 ,3,1년 전,없음
 김정욱 ,1,1년 전,없음
 보문산메아리 ,4,1년 전,저렴한 관람비용만큼이나 볼거리도 저렴합니다. 아이들은 좋아합니다.
 맹대영 ,4,1년 전,없음
 민진 ,4,1년 전,없음
 soojin jung ,3,1년 전,없음
 worth 01 ,1,1년 전,정말 볼것 없는 곳.. 전망대 역할 외에는 없는데 입장료까지 받아 별루..
 강유식 ,5,1년 전,없음
 나문성 ,5,1년 전,대전 엑스포 한빛탑은 영원하다
 유장운 ,4,1년 전,주변경치볼수있어 좋아요
 킴일미 ,4,1년 전,없음
 신아름 ,5,1년 전,없음
 jaelim seo ,5,1년 전,없음
 Bawoo Kim ,4,1년 전,"(Google 번역 제공) 멋진 광경. 간단한 내부.

(원문)
Great view. Simple inside."
 미니 ,3,1년 전,그냥 한번쯤 구경할만한듯요
 주상우 ,5,1년 전,대전의 영원한 상징물 이제 얼마 안 있으면 사라진다는게 많이 아쉽네요....
 양스 family story ,4,1년 전,대전을상징하는 한빛탑 전망대
 이연종 ,5,1년 전,없음
 이상윤 ,3,1년 전,그냥좋음
 YEONJU JEONG ,3,1년 전,한빛탑은 바깥에서 볼 때가 아름답다. 내부도 잘 되어있지만 야경이 보통 대단한 느낌은 아니라. 추억과 역사의 장소다. 최근 달밤소풍 행사로 인파가 많아서 좋았다. 허나 행사 때 경찰이고 행사 측이고 다 퇴근을 해버린건지 출차 정리가 안되서 마무리를 너무 거지발싸개 같이 했다고 생각한다.
 ᆞ은물 ,3,1년 전,포차와 맥주가 있어 좋아유~
 픽Tko ,2,1년 전,없음
 김종국 ,5,1년 전,없음
 김태진 ,5,1년 전,"93년 대전엑스포때 세운 한빛탑
세월이 많이 흘렀네요
재개발로 없어질 예정이라고 해서 짠 하네요"
 JHEN JIA ,5,1년 전,"(Google 번역 제공) 2 층만 입장하려면 입장권을 구입해야합니다

(원문)
只有2層樓而已，要買票進入"
 J J ,5,1년 전,없음
 성장하는지우 ,5,1년 전,노잼도시 대전에서 이정도면 훌륭한 곳. 발전가능성 있는 동네
 성양 ,5,1년 전,없음
 류현석 ,5,1년 전,개꿀잼
 Seungwoo Lee ,5,1년 전,없음
 유한호 ,5,1년 전,없음
 요맘떼 ,5,1년 전,없음
 Jun Kim ,2,1년 전,"맛난 먹거리,  재미난 볼거리는 2020년도에 기대해 보겠음. 근데 불꽃놀이는 멋지삼"
 퓍지 ,5,1년 전,없음
 jaeyun p ,5,1년 전,없음
 Jung-Shik Yang ,4,1년 전,없음
 김혜진 ,5,1년 전,없음
 박배순 ,3,1년 전,없음
 율무 ,5,1년 전,밤에보니 이뿌데요
 박미숙 ,1,1년 전,없음
 suzu aboutblank ,4,1년 전,없음
 Lee Majesty ,5,1년 전,없음
 이용재 ,5,1년 전,없음
 고양이 너무 사랑해 ,5,1년 전,없음
 민규이 ,4,1년 전,없음
 Epsilon Agent ,4,1년 전,없음
 김춘애 ,4,1년 전,매일밤 공연 너무 재밌어요
 전인호 ,5,1년 전,20년 살면서도 처음왔는데 뭔가 색다른느낌이있네요
 박재성 ,3,1년 전,없음
 하대 ,2,1년 전,글쎄~그냥
 킹디보 ,3,1년 전,없음
 장민석 ,5,1년 전,없음
 Reef Shark ,5,1년 전,대전의 경치가 한눈에 들어옵니다.
 김나라 ,5,1년 전,없음
 최윤주 ,4,1년 전,달밤소풍.. 맥주 무제한.. 한번쯤 가볼 만함..
 Greg MacPhee ,4,1년 전,"(Google 번역 제공) 훌륭한

(원문)
Wonderful"
 Vladimir Kazalov ,5,1년 전,없음
 Jeonghee Seo ,3,1년 전,주변에 높은 건물이 들어서서 예전같은 모습이 아니다
 베짱이 ,4,1년 전,깔끔하고정리잘되서산책하기너무좋아요
 김태균 ,3,1년 전,"선선한 날싸에 산책하기 좋음.
주변에 성싱당도 있어요."
 강우진 ,1,1년 전,없음
 Youngro Kim ,4,1년 전,없음
 Hyun Mi Kang ,1,1년 전,이렇다할 야경이 보이는것도 아닌데 성인 2500원  어린이 1500원..입장료가 사악하네요 한바퀴 휙도는데 5분도 안걸립니다
 엘 ,5,1년 전,없음
 임혜진 ,5,1년 전,없음
 Sangyoung park ,5,1년 전,없음
 Byun SD ,5,1년 전,없음
 Jihyun Song ,5,1년 전,추억의꿈돌이
 Jeonggi Yang ,3,1년 전,밤산책하기괜찮은듯
 burrowman 2003 ,5,1년 전,방문 날 야간에 지역행사가 있어 무료로 탑에 올라감  탑은 조망보는거 빼고는 특별한건 없음 다양한 행사가 있어 좋았음
 Rifka ,5,1년 전,없음
 DaeGwon Song ,5,1년 전,없음
 이원구 ,5,1년 전,대전사랑
 오병천 ,4,1년 전,없음
 정은혜 ,3,1년 전,없음
 hersune슈니슈니 ,4,1년 전,93년도가 생각나시나요?
 J H ,4,1년 전,대전이 한눈에~
 Jaeman Park ,4,1년 전,없음
 DaeHyun BAE ,4,1년 전,없음
 김기섭 ,5,1년 전,사진찍기도 좋구 맥주 무제한도 좋아요
 mi na ,4,1년 전,축제가 너무 좋아요
 박선홍 ,5,1년 전,가족끼리 대전야경을 볼수 있는곳
 Jae eun Lee ,4,1년 전,없음
 명금미 ,3,1년 전,없음
 김에스더 ,4,1년 전,없음
 양혁진 ,5,1년 전,없음
 김준수 ,5,1년 전,달밤소풍행사중  사람적당하니 좋아요~♡
 맹기 ,5,1년 전,없음
 신윤실 ,5,1년 전,없음
 엠제이비 ,3,1년 전,없음
 김구윤 ,3,1년 전,없음
 BM Yu ,2,1년 전,한빛타운쪽은 횡함
 김민준 ,4,1년 전,"앞에 분수광장을 공사하길래 아무것도 안하는줄 알았는데 한빛탑 주위에 달빛소풍이라는 행사가...! 요즘들어 한빛탑과 다리, 한밭수목원에 크고작은 행사가 많아서 좋네요 ^^"
 송영빈 ,2,1년 전,없음
 JAE SEOK SIM ,3,1년 전,없음
 Junko Ko ,5,1년 전,"더위가 가시는 8시쯤?
나와서 푸드트럭 안주를 시키고 무한맥주로ㅋ
선선하고, 공연도 보고, 튀김에 맥주도 마시고..
좋네요^^;;"
 myongsuk lm ,4,1년 전,없음
 Lý Vũ ,5,1년 전,없음
 HG ,5,1년 전,"(Google 번역 제공) 수업

(원문)
Класс"
 미타박 ,5,1년 전,분위기 좋음
 박성민 ,5,1년 전,너무좋았어요 많이 추억 만들고갑니다
 김chicago ,4,1년 전,없음
 jeoungsam kim ,4,1년 전,없음
 오정욱 ,5,1년 전,없음
 냐옹 ,5,1년 전,"어릴적 추억이 깃든 공간
꿈과 희망으로 가득차 있던 공간은
세월이 흘러선 한빛탑만 홀로 자리를 지키고 있네"
 tk k ,2,1년 전,딱히 볼것도없는대 돈내야함 전망도 좀...별로임
 충공깽 ,4,1년 전,없음
 Kimeg ,5,1년 전,없음
 금화 ,4,1년 전,없음
 SEUNG MAN HONG ,3,1년 전,없음
 bee bee ,5,1년 전,없음
 오주현 ,5,1년 전,2019년 9월 1일까지 계속 됩니다
 Mijin Park ,5,1년 전,여름 달밤소풍
 Tony Jongkook Hwang ,4,1년 전,"달밤 소풍, 먹거리 많고, 맥주 무한리필 좋아요"
 박상미 ,4,1년 전,없음
 김나영 ,5,1년 전,달밤축제다녀왔어요. 정~~말좋아요!! 작년에 좋았어서 타지로 이사가고도 또왔는데 더좋아졌네요!
 Jaewon Heo ,5,1년 전,없음
 김동현 ,5,1년 전,없음
 공부하자 ,1,1년 전,없음
 김상균 ,4,1년 전,없음
 홍미란 ,5,1년 전,한빛탑 전망대가 이렇게 좋은지 이제야 알았다니요~
 max choi ,5,1년 전,없음
 Claudia Cheung ,5,1년 전,"(Google 번역 제공) 맛있는 음식 트럭과 풍선 쇼가 훌륭합니다.

(원문)
Delicious food truck and balloon show is amazing"
 Debendra Sharma ,5,1년 전,없음
 임현지 ,1,1년 전,없음
 충남중학교3학년 김유민 ,5,1년 전,없음
 Hyunjin Lee ,3,1년 전,없음
 꾸깃꾸깃 ,5,1년 전,없음
 한지선 ,5,1년 전,생각보다 쾌적하고 전망도 좋고 비오는날 오면 기분좋을듯 하네요~
 #화려강산 ,5,1년 전,"1. 야간 이용시 분위기 좋고 주차 공간 널널함.
2. 약간의 간식을 준비해 간다면 금상첨화
3. 누군가와 함께하면 좋은 곳임."
 에릭냄 ,5,1년 전,여친이랑 오기 좋음
 H Park ,5,1년 전,없음
 정영진 ,4,1년 전,좋아습니다
 박창현 ,4,1년 전,없음
 김리원 ,5,1년 전,없음
 Polaris Sky ,4,1년 전,없음
 Tống Xuân Thành ,3,1년 전,"(Google 번역 제공) 예쁜

(원문)
Đẹp"
 빅시 ,5,1년 전,없음
 cho jinyoung ,2,1년 전,없음
 윤정호 ,4,1년 전,없음
 심가영 ,5,1년 전,없음
 JJ Boy ,4,1년 전,없음
 이기영 ,5,1년 전,"이곳에서 열리는 달빛 소풍 행사 너무 좋아요
지금 좀 덥긴하지만 각 푸드트럭고 맛있고, 맥주도 무한리필 좋아요 ㅎㅎ"
 Ken ,5,1년 전,없음
 오윤 ,4,1년 전,재미있어요
 김유진 ,2,1년 전,없음
 유진규 ,5,1년 전,없음
 신성욱 ,1,1년 전,돈아깝다
 최대인 ,4,1년 전,없음
 SJ HONG ,5,1년 전,없음
 심상호 ,5,1년 전,없음
 김태근 ,3,1년 전,없음
 Jaehoung Ryu ,4,1년 전,좋아요~^^
 정형립 ,5,1년 전,없음
 김미예 ,5,1년 전,없음
 허디쇼닝 ,4,1년 전,11시가 넘으면 2200년 망한 대전의 느낌이 납니다.
 Jun Seob Kim ,4,1년 전,없음
 구유정 ,5,1년 전,없음
 한진우 ,5,1년 전,없음
 JungYoon Choi ,5,1년 전,없음
 강준선 ,5,1년 전,없음
 강신정 ,2,1년 전,없음
 :이름 ,3,1년 전,없음
 박신형 ,3,1년 전,없음
 박수호 ,3,1년 전,없음
 남성설인광 ,3,1년 전,없음
 방우석 ,3,1년 전,없음
 이종섭 ,5,1년 전,없음
 박문성 ,5,1년 전,대전 좋네요 먁주 무제한 축제도 마음에 들아요
 Classic Black ,5,1년 전,없음
 방인규 ,5,1년 전,없음
