name,ratings,date,comment
 오주현 ,5,2년 전,많은 푸드트럭과 버스킹. 분수쇼를 무료로 볼 수 있는 곳
 Youngsik Shin ,5,2년 전,없음
 황한임 ,4,2년 전,없음
 유진아빠 ,4,2년 전,없음
 Sunho Hwang ,5,2년 전,없음
 박해인 ,5,2년 전,없음
 써나언니 ,5,2년 전,없음
 정재형 ,5,2년 전,없음
 배승찬ᄏ ,3,2년 전,없음
 J.H Kim ,5,2년 전,음악분수의 낭만과 먹거리
 명륜진사갈비 ,5,2년 전,없음
 미나호잇 ,3,2년 전,분수 아이가 좋아해요 먹을거리도 많고... 근데 넘 더워요 ㅠㅠ열대야 어쩔거야
 jin seok gil ,4,2년 전,없음
 PARK JEIHYUN ,5,2년 전,밤에 가면 즐거움
 hayoon Kim ,5,2년 전,예뻐요~
 김나연 ,5,2년 전,없음
 sandy park ,3,2년 전,그래도 가끔 분위기를 살리는 행사가 있음
 신현준 ,5,2년 전,없음
 이유 ,1,2년 전,비와서 다 젖었어요
 Алексе́й ,5,2년 전,대전의 대표적인 야간명소
 dang-e Hyun ,5,2년 전,없음
 Gyeong Seok seo ,5,2년 전,대전 엑스포 야간 불꽂 분수쇼
 이형직 ,5,2년 전,없음
 이준석 ,3,2년 전,그나마 대전에서 갈만한곳
 김정래 ,5,2년 전,"술마시기도 좋고 (맥주 무제한 9,900원) 연인과 데이트 하기도 가족끼리 놀러오기도 좋습니다."
 김윤환 ,5,2년 전,없음
 구름이 ,5,2년 전,여름 음악분수 엄첨 멋져요
 곽승현 ,4,2년 전,2018 대전 수제맥주&뮤직 페스티벌
 정건호 ,2,2년 전,불쇼랑같이..음악분수 할때..볼만함
 Hyeon Jo ,5,2년 전,축제가 열리는 날에는 붐비는 축제의 장!!!
 Kuri Y ,3,2년 전,없음
 유태영 ,4,3년 전,없음
 Eunju J ,4,3년 전,없음
 WY Han ,4,3년 전,없음
 김종수 ,4,3년 전,없음
 훈장TV ,5,3년 전,없음
 Hyoseong Kwon ,3,3년 전,없음
 김현호 ,4,3년 전,물과 불의 조화가 약간 낯설게 느껴지지만 볼만합니다.
 Doo Kyoung Yoon ,3,3년 전,"음악분수, 음악선곡하시는분이 나이대가 좀 있으신듯 하다 최신곡은 거의 틀어주지 않는다."
 Surendar Moogi ,5,3년 전,없음
 류바른 ,5,3년 전,대전 명소중 하나
 Inna Yusnila Khairani ,4,3년 전,없음
 Yunsung Chin ,1,3년 전,없음
 박준수 ,3,3년 전,없음
 Jae-Sang Lee ,5,3년 전,없음
 acco unt ,5,3년 전,없음
 단골손님 ,3,3년 전,없음
 hoony kim ,5,3년 전,가까운 산책
 Kate Kim ,4,3년 전,없음
 Lee Jboss ,3,3년 전,장소가 좀 행사없음 볼게없음
 Benjamin Khan Sohn ,5,3년 전,없음
 Hyeonjin Kim ,3,3년 전,없음
 Hyunsu Kim ,5,3년 전,없음
 S.I Lee ,5,3년 전,세계 푸드&뮤직페스티벌
 Liam Yim ,5,3년 전,없음
 이상우 ,3,3년 전,스마트 시티생기고 좋아짐.
 고은별 ,5,3년 전,없음
 Won-Jae Shin ,5,3년 전,한더위를 날리기 좋은 한여름밤
 리대원 ,3,3년 전,없음
 KAIEN ,4,3년 전,없음
 VAN TIEN GIAP ,3,3년 전,없음
 김선미 ,4,3년 전,없음
 김호근 ,4,3년 전,없음
 송현석 ,3,3년 전,가족끼리 가보기 좋은 곳.
 Jangho david Jeong ,5,3년 전,분수 쇼 짱
 SR Lee ,4,3년 전,없음
 정인철 ,4,3년 전,없음
 Seung-Yong Lee ,4,3년 전,없음
 맛깡패 ,5,3년 전,없음
 Doseok Kim ,4,3년 전,없음
 YOUNG-IL KIM ,5,3년 전,대전의 랜드마크인 엑스포 다리와 한빛탑 사이에 위치~
 김영진 ,5,3년 전,없음
 신종호 ,3,3년 전,없음
 표치수 ,4,3년 전,없음
 이민형 ,5,3년 전,무료라고 하기엔 수준 높은 분수쑈.
 김영일 ,5,3년 전,없음
 장자울 ,4,3년 전,한 여름밤을 시원하게 해주는 음악과 분수쇼 그리고 맛있는 먹거리와 놀거리까지 재미있었어요
 김태연 ,5,3년 전,"가족, 연인들이 즐기기 좋아요"
 이이영찬 ,4,3년 전,음아분수 아주 멋져요.
 RGS ,4,3년 전,없음
 김지영 ,5,3년 전,없음
 장승근 ,4,3년 전,"시원~~~~하고
버블 마술쇼도 좋고
어린아이들 데리고가면 최고"
 강매력c ,5,3년 전,밤에 나들이 하기 좋은 곳
 흐니의수다 ,5,3년 전,없음
 V 늘 감사 V ,5,3년 전,무더운 여름밤 시원하고 아름다운 음악분수 넘 좋아요^^
 곽두진 ,5,3년 전,없음
 Kang Seok Go ,5,3년 전,"볼거리, 먹거리가 많아좋네요~아이와 가족과 여름밤 나들이로 참 좋아요~^^"
 코야 ,5,3년 전,이뻐♥♥♥♥
 홍종상 ,4,3년 전,저녁에 정기적으로 열리는 음악분수 쇼... 아이들이 참 좋아하네요
 김영범 ,5,3년 전,없음
 Tae-kwang Song ,5,3년 전,한여름밤의 음악분수는 가족과함께하기 좋은 공간
 전대관 ,5,3년 전,없음
 황정희 ,4,3년 전,없음
 최상호 ,5,3년 전,없음
 텐수학 ,3,3년 전,없음
 IkJung Yun ,4,3년 전,달밤소풍이라는 문화행사가 주기적으로 개최됩니다. 푸드트럭도 있고요. 다만 대중교통으로 접근하기 좋지 않고 주차가 어려운 편입니다.
 박일민 ,3,3년 전,없음
 김성옥 ,5,3년 전,음악에 맞추어 리듬감있게 춤을 추는 듯한 다양한 분수쇼... 불꽃화염쇼도 멋지구요
 Jincheul Jang ,4,3년 전,아름다움
 sin - ,5,3년 전,도심속에서 좋은 전망을 제공
 팽현숙마스크-공감디엔씨- ,4,3년 전,없음
 김성완 ,5,3년 전,물과 불의 조화
 Sohyun Kim ,5,3년 전,없음
 주영선 ,4,3년 전,"주말이면 음악분수, 음악공연과 함께 즐길 수 있다."
 원영걸 ,5,3년 전,"(Google 번역 제공) 좋은

(원문)
Good"
 구본석 ,4,3년 전,분수가아름답습니다
 Woocheol Jeong ,4,4년 전,야간 분수쇼가 인기지만 주변에 즐길 거리가 부족하다.
